 ,China,Afghanistan,Albania,Algeria,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bhutan,Bolivia,Bosnia and Herzegovina,Brazil,Brunei,Bulgaria,Burkina Faso,Cambodia,Cameroon,Canada,Central African Republic,Chad,Chile,Colombia,Costa Rica,Croatia,Cuba,Cyprus,Czechia,Denmark,Djibouti,Dominican Republic,Timor-Leste,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Fiji,Finland,France,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Grenada,Guatemala,Guinea,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Cote d'Ivoire,Jamaica,Japan,Jersey,Jordan,Kazakhstan,South Korea,Kenya,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Liberia,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malaysia,Maldives,Malta,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Namibia,Nepal,Netherlands,New Zealand,Nicaragua,Niger,Nigeria,North Macedonia,Norway,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Saint Lucia,San Marino,Saudi Arabia,Senegal,Serbia,Seychelles,Singapore,Slovenia,Slovakia,Somalia,South Africa,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Tanzania,Taiwan,Thailand,Togo,Trinidad and Tobago,Tunisia,Turkey,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Venezuela,Vietnam,Zambia,Zimbabwe,International
2020-03-17,81116,21,51,62,14,0,1,65,52,375,1132,19,1,229,8,0,36,1085,0,1,1,12,18,234,50,67,15,24,5,424,1,0,156,45,41,56,5,33,383,1007,0,21,0,58,166,0,1,0,205,1,5,0,272,6579,1,0,33,6012,2,331,0,0,1,4,0,1,8,50,199,137,172,14991,130,223,250,27980,6,10,829,0,35,6,8320,3,0,130,0,0,36,109,1,7,17,81,0,553,13,30,16,1,0,1,53,29,7,4,0,38,0,2,1,1420,11,0,0,2,19,1169,24,187,69,9,86,187,150,331,439,158,93,7,0,102,133,27,70,4,243,253,72,1,62,9191,29,2,1,1059,2200,0,1,0,147,1,5,20,47,0,7,98,1551,3506,6,4,33,61,0,0,712
2020-03-18,81116,22,59,74,39,0,1,79,84,568,1646,28,1,256,14,2,51,1486,0,2,1,12,38,372,68,92,20,35,10,657,1,0,238,93,50,81,7,49,464,1115,0,21,0,111,196,0,4,0,258,1,6,0,336,9052,1,1,38,12327,7,418,0,6,1,7,0,1,9,58,250,156,227,17361,164,292,433,35713,6,13,889,0,52,35,8413,3,2,142,2,0,71,133,2,28,27,203,0,790,13,38,19,1,0,3,93,29,7,6,1,49,0,2,1,2056,20,0,0,8,35,1550,39,299,86,11,145,202,251,448,452,260,147,8,2,119,171,31,83,4,313,275,105,1,116,13910,51,2,1,1279,3028,0,3,100,147,1,7,29,98,0,14,113,2642,7786,50,4,36,75,2,0,712
2020-03-19,81156,22,64,87,53,0,1,97,115,681,2013,44,3,278,17,5,51,1795,0,2,1,12,63,621,75,94,33,37,13,800,1,0,238,102,69,105,11,67,694,1225,0,34,0,199,256,1,6,0,267,1,6,0,400,10886,1,1,40,15320,11,418,0,9,1,7,0,1,12,73,330,194,311,18407,192,557,677,41035,9,15,924,0,69,44,8565,7,2,148,3,0,86,157,2,28,36,335,0,900,13,53,23,2,0,3,118,49,7,6,3,63,0,3,1,2465,28,0,0,8,48,1746,48,454,109,11,234,217,355,785,460,277,199,8,2,119,274,31,103,6,345,286,123,1,150,17963,60,2,1,1439,4075,0,6,108,272,1,9,39,192,0,16,140,2716,13680,79,23,42,85,2,0,712
2020-03-20,81250,24,70,90,75,0,1,128,136,791,2388,44,3,285,20,5,69,2257,0,2,2,15,89,793,78,127,40,51,20,943,3,1,434,128,89,128,16,67,833,1337,1,72,0,367,285,1,6,0,283,1,9,1,450,12632,3,1,43,19848,16,495,0,12,1,7,0,1,24,85,409,244,369,19644,208,683,705,47021,9,16,963,0,85,49,8652,7,2,159,6,0,111,163,2,28,49,484,0,1030,13,64,32,2,12,6,164,66,11,6,14,77,0,3,1,3003,39,1,1,12,67,1914,48,501,137,13,234,230,425,1020,470,308,253,17,2,144,344,38,135,7,385,341,137,1,202,20410,73,2,4,1639,5294,0,6,135,322,9,9,54,359,0,29,140,4014,19101,94,33,42,91,2,1,712
2020-03-21,81305,24,76,139,88,2,1,158,160,1071,2814,53,4,305,25,6,76,2815,0,2,2,19,93,1021,83,163,64,53,27,1278,3,1,537,196,117,206,21,84,995,1420,1,112,0,506,294,3,6,1,306,1,9,1,523,14308,4,1,49,22213,19,530,0,17,2,7,2,1,24,103,473,330,450,20610,214,785,883,53578,14,16,1007,0,85,53,8799,7,2,176,14,0,124,187,3,37,83,670,3,1183,13,73,32,2,14,7,203,80,11,10,14,96,0,3,1,3640,52,2,1,22,85,2118,52,730,200,18,318,307,536,1280,481,367,306,17,2,144,392,47,171,7,432,383,178,1,240,25374,77,2,4,1763,6575,0,6,153,411,16,49,60,670,1,47,153,5067,25493,110,43,70,94,2,3,712
2020-03-22,81397,40,89,201,113,2,1,225,194,1314,3244,65,4,332,27,14,76,3401,0,2,2,24,126,1593,88,187,75,84,40,1465,3,1,632,231,134,254,35,95,1120,1514,1,202,1,789,327,3,6,1,326,4,11,2,626,16044,5,1,54,24873,24,624,0,19,2,7,2,1,26,131,568,396,514,21638,233,906,1071,59613,14,16,1086,0,112,60,8897,15,2,188,14,0,139,248,3,37,131,798,3,1306,13,90,32,2,18,11,251,94,23,10,21,115,0,3,2,4216,66,2,2,30,114,2383,55,776,245,22,363,380,634,1600,494,433,367,19,2,160,511,67,222,7,455,414,185,1,274,28768,82,2,5,1934,7245,1,12,169,599,16,50,75,1236,1,73,153,5741,33276,135,43,70,113,3,3,712
2020-03-23,81496,40,104,230,133,3,3,266,235,1682,4474,72,4,377,33,17,81,3743,1,5,2,27,132,1924,91,201,99,87,56,2088,3,1,746,277,158,315,40,116,1236,1572,3,245,1,981,366,3,9,1,352,4,11,3,700,20123,5,5,61,29056,27,695,0,20,4,20,6,1,27,167,588,499,579,23049,266,1125,1442,63927,25,19,1128,15,127,62,8961,16,31,189,16,0,180,267,3,51,179,875,12,1518,13,107,32,2,36,14,316,109,23,10,27,143,0,4,2,4764,102,2,3,40,136,2621,66,875,875,22,395,462,749,2060,501,576,438,36,3,187,562,79,249,7,509,442,186,1,402,35136,97,2,5,2046,8795,1,12,195,721,18,51,89,1529,9,73,198,6726,43667,158,46,77,123,3,3,712
2020-03-24,81591,74,123,264,164,3,3,387,249,2044,5283,87,5,392,39,18,81,4269,1,6,2,29,166,2247,104,218,114,91,91,2790,3,3,922,378,177,382,48,124,1394,1718,3,312,1,1082,402,5,9,1,369,4,12,4,792,22622,6,3,70,32986,53,743,1,21,4,20,7,4,30,187,648,536,686,24811,316,1329,1930,69176,25,21,1193,16,154,72,9037,25,61,191,42,2,197,318,3,51,209,1099,17,1624,13,110,53,2,42,24,367,125,23,10,47,170,3,7,2,5580,155,2,3,44,148,2863,84,972,345,27,416,552,901,2362,526,794,495,40,3,187,767,86,303,7,558,480,204,1,554,39885,102,3,7,2286,9877,1,12,215,827,20,57,114,1872,9,97,248,8164,53740,162,50,84,134,3,3,712
2020-03-25,81661,84,146,302,188,3,3,387,265,2364,5588,93,5,419,39,18,86,4937,2,6,2,32,176,2554,109,242,146,96,75,3251,3,3,1142,470,201,442,57,132,1654,1862,11,392,1,1173,456,9,9,4,404,4,12,5,880,25600,6,3,75,37323,93,821,1,24,4,5,8,4,36,226,737,657,790,27017,346,1564,2369,74386,80,26,1307,16,172,81,9137,28,63,195,44,3,221,333,3,51,274,1333,19,1796,13,129,57,2,48,30,405,149,31,10,52,225,5,7,3,6438,205,2,7,51,177,3084,99,1063,443,37,480,636,1051,2995,537,906,658,41,3,208,900,99,384,7,631,528,216,1,709,49515,102,3,8,2526,10897,5,12,5,934,23,60,173,2433,14,145,333,9640,65778,189,60,91,141,12,3,712
2020-03-26,81782,94,174,367,224,4,7,502,290,2810,6909,122,9,458,44,18,86,6235,2,6,2,43,191,2985,114,264,152,96,75,4042,3,3,1306,491,231,495,67,146,1925,2023,11,488,1,1403,495,13,12,6,538,6,12,5,958,29551,7,3,79,43938,132,892,7,25,4,5,8,4,52,261,802,727,893,29406,382,1819,2693,80589,96,26,1387,18,212,111,9241,31,71,208,44,6,244,368,3,56,299,1453,23,2031,13,134,66,3,81,35,475,177,33,11,69,275,7,8,3,7468,283,2,10,65,201,3369,109,1201,558,41,580,707,1221,3544,549,1029,840,50,3,208,1012,105,384,7,683,562,226,2,927,57786,106,3,8,2840,11811,5,13,5,1045,23,65,197,3629,14,196,333,11812,83836,217,75,107,153,16,3,712
2020-03-27,81897,110,186,409,267,4,7,589,329,3143,7657,165,10,466,48,24,94,7284,2,6,3,61,237,3417,115,293,180,99,91,4682,3,3,1610,539,263,586,80,162,2279,2200,12,581,1,1595,536,13,12,6,575,9,16,5,1041,33402,7,3,83,50871,137,966,7,28,8,5,8,4,68,300,890,887,1046,32332,458,2121,3035,86498,101,26,1468,32,235,150,9332,31,86,225,58,6,280,391,3,56,358,1605,26,2161,16,139,66,3,94,50,585,199,42,11,82,345,7,8,4,8647,368,2,10,70,219,3755,131,1373,674,52,635,803,1389,4268,562,1292,1036,54,3,223,1104,119,457,7,732,632,269,3,1170,65719,106,3,8,3069,12928,5,13,5,1136,25,66,227,5698,23,310,405,14745,101657,238,88,107,163,22,5,712
2020-03-28,81999,110,197,454,308,5,7,690,407,3640,8271,182,10,476,48,26,94,9134,2,6,3,74,258,3904,120,331,207,99,91,5576,3,3,1909,608,295,657,119,179,2631,2366,14,719,1,1823,576,19,12,6,645,9,16,5,1167,38105,7,3,90,57695,141,1061,7,34,8,8,8,6,95,343,963,987,1155,35408,506,2415,3619,92472,101,30,1693,52,246,228,9478,38,91,235,58,8,305,412,3,56,394,1831,26,2320,16,149,93,5,102,50,717,231,42,12,84,402,8,8,5,9819,451,4,10,89,241,4015,152,1495,786,56,671,1075,1638,5170,590,1452,1264,60,3,224,1203,130,659,8,802,684,292,3,1187,73235,113,5,8,3447,14076,5,14,5,1245,25,74,278,7402,30,356,468,17312,121478,274,104,119,174,28,7,712
2020-03-29,82122,120,212,511,334,7,7,745,424,3984,8788,209,11,499,48,33,94,10836,2,6,4,81,323,4256,126,346,222,103,139,6280,3,3,2139,702,314,713,139,214,2817,2564,18,859,1,1924,609,24,12,6,679,9,21,5,1240,40708,7,4,91,62095,152,1156,9,34,16,8,15,6,110,408,1020,1024,1285,38309,547,2615,4247,97689,165,32,1866,61,259,284,9583,42,94,255,84,8,347,438,3,56,460,1950,39,2470,17,151,93,5,107,50,848,263,46,12,85,479,8,11,5,10930,514,4,18,111,259,4284,167,1597,901,59,852,1418,1862,5962,634,1815,1534,70,9,224,1299,142,741,8,844,730,314,3,1280,80110,117,6,8,3700,14829,9,14,9,1388,25,78,312,9217,33,475,570,19780,140886,304,144,119,188,29,7,712
2020-03-30,82198,170,223,584,370,7,7,820,482,4361,9618,273,14,515,49,33,152,11899,3,6,4,97,368,4579,127,359,246,107,139,7398,3,5,2449,798,330,790,170,230,3001,2755,18,901,1,1962,656,30,12,6,715,9,23,5,1352,45170,7,4,103,66885,152,1212,9,36,22,8,15,6,139,447,1086,1251,1414,41495,630,2910,4695,101739,168,36,1866,1866,268,302,9661,50,94,266,94,8,376,446,3,62,491,1988,43,2626,17,156,105,5,128,128,993,298,49,12,91,556,8,11,5,11817,589,4,27,131,285,4445,179,1717,989,64,950,1546,2055,6408,693,2109,1836,70,9,230,1453,162,785,8,879,756,336,3,1326,87956,122,6,8,4028,15922,10,19,10,1524,30,82,312,10827,33,548,611,22453,161807,310,149,135,203,35,7,712
2020-03-31,82279,174,243,716,376,7,7,1054,532,4559,10180,298,14,567,51,34,152,12775,3,9,4,107,420,5717,129,399,261,109,193,8527,3,7,2738,906,347,867,186,262,3308,3039,30,1109,1,2240,710,32,12,15,745,9,26,5,1418,52827,16,4,110,71808,161,1314,9,38,22,12,15,6,141,492,1135,1397,1528,44605,694,3235,5358,105792,179,36,1953,1953,274,343,9786,59,112,289,107,9,398,470,3,68,537,2178,57,2766,18,169,169,6,143,143,1094,353,52,12,109,617,8,11,5,12667,647,5,27,135,329,4641,192,1938,1181,65,1065,2084,2311,7443,781,2245,2337,75,13,236,1563,175,900,10,926,802,363,5,1353,95923,143,7,9,4435,16605,10,19,10,1651,34,87,394,13531,44,645,664,25481,188172,338,172,135,212,35,8,712
2020-04-01,82361,237,259,847,390,8,7,1054,571,4862,10711,359,21,569,54,34,163,13964,3,13,4,115,459,6836,131,422,282,109,233,9560,3,7,3031,1065,375,963,212,320,3508,3290,33,1284,1,2748,779,32,15,15,779,9,29,5,1446,57749,18,4,117,77872,195,1415,9,39,30,19,16,6,172,525,1220,1998,1677,47593,728,3447,6092,110574,190,44,2178,2178,278,380,9887,81,125,317,111,10,446,479,6,68,581,2319,57,2908,19,188,188,6,161,161,1215,423,55,14,123,654,10,14,5,13696,708,5,74,174,354,4863,210,2118,1181,69,1323,2311,2554,8251,835,2460,2777,82,13,236,1720,190,1060,10,1000,841,400,5,1380,104118,146,7,10,4947,17768,10,20,10,1771,36,90,423,15679,44,794,814,29865,213372,338,181,143,218,36,8,712
2020-04-02,82432,273,277,986,428,8,9,1133,663,5116,11129,400,24,643,56,46,304,15348,3,13,5,123,533,8044,133,457,288,110,306,11284,3,8,3404,1161,396,1011,233,356,3858,3573,40,1380,1,3163,865,41,15,22,858,9,29,7,1518,59929,21,4,134,84794,204,1544,10,47,52,19,16,7,219,585,1319,2543,1790,50468,772,3849,6857,115242,194,47,2495,2495,299,435,1462,110,125,342,116,10,458,494,6,75,649,2487,59,3116,19,196,196,6,169,169,1378,505,60,14,144,708,10,14,6,14788,797,5,98,184,384,5147,231,2421,1317,77,1414,2633,2946,9034,949,2738,3548,84,13,245,1885,195,1171,10,1049,897,426,5,1462,112065,151,8,10,5568,18827,16,20,16,1875,39,94,455,18135,45,897,1024,34173,243453,350,205,146,233,39,9,712
2020-04-03,82511,281,304,1171,439,8,15,1265,736,5330,11524,443,24,672,61,51,351,16770,4,16,5,132,579,9056,134,485,302,114,509,12437,8,8,3737,1267,416,1079,269,396,4091,3946,49,1488,1,3368,985,46,16,22,961,9,35,7,1615,65202,21,4,155,91159,205,1613,12,50,73,23,18,7,222,623,1364,2567,1986,53183,820,4273,7428,119827,218,47,2617,2617,310,464,1505,122,126,417,130,10,493,508,7,75,696,2612,70,3333,19,202,202,6,186,186,1510,591,64,14,174,791,10,14,6,15821,868,5,120,210,430,5370,252,2686,1475,92,1595,3018,3383,9886,1075,3183,4149,89,13,245,2039,207,1476,10,1114,934,450,7,1505,119199,159,10,10,6131,19606,16,20,16,1978,40,98,495,20921,48,1072,1264,38689,275586,369,227,153,237,39,9,712
2020-04-04,82543,299,333,1251,466,10,15,1451,770,5550,11781,521,28,688,70,52,440,18431,4,16,5,139,624,10360,135,503,318,114,555,12978,8,9,4161,1406,435,1126,288,426,4472,4269,50,1488,1,3465,1070,56,16,29,1039,9,38,12,1882,90848,21,4,162,96092,205,1673,12,61,111,23,20,7,264,678,1417,3082,2092,55743,878,4604,7851,124632,245,53,3139,3139,323,531,1585,126,135,479,144,10,509,520,10,77,771,2729,70,3483,19,213,213,6,196,196,1688,752,66,14,201,919,10,14,9,16727,950,5,144,214,483,5550,277,2818,1673,96,1746,3094,3627,10524,1325,3613,4731,102,14,259,2179,219,1624,10,1189,977,471,7,1585,126168,166,10,10,6443,20505,16,20,16,2067,41,103,553,23934,48,1225,1505,42477,308850,400,266,155,240,39,9,712
2020-04-05,82602,349,361,1320,501,14,15,1451,822,5687,12051,584,28,700,88,56,562,19691,5,22,5,157,654,11130,135,531,345,114,650,15756,8,9,4471,1485,454,1182,320,446,4587,4561,59,1745,1,3646,1173,62,16,29,1097,9,43,12,1927,93773,21,4,174,100123,214,1735,12,61,121,24,21,7,268,733,1486,3588,2273,58226,961,4994,8430,128948,261,58,3139,3139,345,584,1655,142,145,556,147,11,533,527,13,77,811,2804,72,3662,19,227,227,6,227,227,1890,864,73,14,214,1021,10,16,9,17953,1039,6,184,232,555,5687,298,3157,1801,104,2281,3246,4102,11278,1604,3864,5389,104,14,266,2402,222,1908,10,1309,997,485,7,1655,131646,176,12,10,6830,21100,19,22,19,2169,44,104,574,27069,52,1308,1799,48436,337072,400,342,159,241,39,9,712
2020-04-06,82665,367,377,1423,525,16,15,1554,833,5797,12297,641,29,756,123,60,700,20814,7,26,5,183,674,12161,135,549,364,114,658,16563,8,9,4815,1579,467,1222,350,465,4822,4875,90,1828,1,3747,1322,69,16,31,1108,10,44,14,2176,98963,24,4,188,103374,214,1755,12,70,128,31,24,7,298,744,1562,4778,2491,60500,1031,5364,8904,132547,323,58,3654,3654,349,662,1686,158,145,665,216,12,542,541,14,77,843,2843,82,3793,19,241,241,6,244,244,2143,965,77,15,233,1120,10,16,9,18926,1106,6,253,238,570,5865,331,3766,1988,113,2561,3660,4413,11730,1832,4057,6343,105,14,266,2605,226,2200,11,1375,1021,534,7,1686,136675,178,12,10,7206,21657,19,24,19,2220,58,105,596,30217,52,1319,2076,52279,366667,406,457,165,245,39,10,712
2020-04-07,82718,423,383,1468,545,17,19,1628,853,5895,12639,717,33,811,164,63,861,22194,7,26,5,194,764,14034,135,577,384,115,658,17872,8,10,5116,1780,483,1282,396,494,5017,5266,90,1956,1,3747,1450,78,16,31,1149,10,52,15,2308,110065,30,4,196,107663,287,1832,12,77,144,33,25,7,305,817,1586,5311,2738,62589,1122,5709,9248,135586,349,63,3906,3906,353,697,1749,172,170,743,228,14,548,548,14,78,880,2970,88,3963,19,293,293,6,268,268,2439,1056,79,15,241,1184,10,16,9,19709,1160,6,278,254,599,6086,371,4035,2100,115,2954,3764,4848,12442,2057,4417,7497,105,14,279,2795,237,2447,11,1481,1059,581,8,1749,141942,185,14,10,7693,22253,19,24,19,2258,65,107,623,34109,52,1462,2359,55949,396223,424,520,165,249,39,11,712
2020-04-08,82809,444,400,1572,564,19,19,1715,881,6010,12942,822,40,823,218,63,1066,23403,8,26,5,210,804,16170,135,593,414,117,730,19141,8,10,5546,2054,502,1343,457,526,5312,5597,135,2111,1,4450,1560,93,18,33,1185,12,55,15,2487,113959,34,4,211,113296,313,1884,12,87,164,37,27,8,312,895,1616,5916,2956,64586,1202,6074,9404,139422,384,63,4257,4257,358,727,1845,179,184,855,270,15,577,576,31,78,912,3034,93,4119,19,299,299,6,273,273,2785,1174,81,16,248,1275,17,16,9,20682,1210,6,342,276,617,6086,419,4263,2249,119,4342,3870,5205,13141,2210,4761,8672,110,14,279,2932,244,2666,11,1623,1091,682,12,1845,148220,189,14,10,8419,23280,19,25,19,2369,70,107,628,38226,53,1668,2659,61474,429052,424,545,167,251,39,11,712
2020-04-09,82883,484,409,1666,583,19,19,1795,921,6108,13244,926,41,887,330,66,1486,24983,9,26,5,264,858,18092,135,618,443,119,730,20654,8,11,5972,2223,539,1407,515,564,5569,5830,135,2349,1,4965,1699,103,18,33,1207,12,56,15,2605,118781,44,4,218,118181,378,1955,12,95,194,37,30,8,343,980,1648,6725,3293,66220,1232,6574,9968,143626,444,63,4667,4667,372,781,1934,184,184,910,280,16,589,582,31,78,955,3115,93,4228,19,337,337,7,314,314,3181,1289,84,16,252,1374,17,16,9,21903,1239,7,410,288,663,6211,457,4489,2528,124,5256,4076,5575,13956,2376,5202,10131,110,14,333,3287,250,2867,11,1910,1124,701,12,1934,153222,190,15,10,9141,24051,19,25,19,2423,73,109,643,42282,53,1892,2990,65872,461437,456,582,171,255,39,11,712
2020-04-10,82941,521,416,1761,601,19,19,1975,937,6215,13555,991,42,925,424,67,1981,26667,10,35,5,268,901,19638,136,635,443,119,820,22059,8,11,6501,2473,558,1495,564,595,5732,6014,150,2620,2,7161,1794,117,18,34,1258,12,65,16,2769,125931,44,4,234,122171,378,2011,14,126,212,37,31,8,382,1190,1675,7598,3512,68192,1279,8089,10408,147577,444,63,5530,5530,372,812,2003,189,250,993,298,16,612,609,37,79,999,3223,93,4346,19,350,350,7,318,318,3441,1438,90,16,255,1448,20,16,9,23249,1283,7,438,305,711,6314,484,4695,2752,129,5897,4195,5955,15472,2512,5467,11917,118,15,344,3651,265,3105,11,2108,1160,715,21,2003,158273,190,17,10,9685,24551,19,32,19,2473,76,109,671,47029,53,2203,3360,74605,496535,473,624,171,257,40,13,712
